Pos,Game,Game.1,Console,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Unnamed: 10_level_2,Genero,Plataforma
96,,Nobunaga no Yabou Online: Tappi no Shou,,,,,,,15th Dec 04,,Strategy,PS2
97,,Nobunaga no Yabou: Ranseiki with Power-Up Kit,,,,,,,03rd Oct 02,,Strategy,PS2
98,,Nobunaga no Yabou: Soutensoku,,,,,,,30th Jan 03,,Strategy,PS2
99,,Nobunaga no Yabou: Soutensoku with Power-Up Kit,,,,,,,18th Dec 03,,Strategy,PS2
100,,Nobunaga no Yabou: Tenka Sousei with Power-Up Kit,,,,,,,20th Jan 05,,Strategy,PS2
101,,Nobunaga Senki,,,,,,,03rd Jun 04,,Strategy,PS2
102,,Robot Warlords,,,,,,,14th Dec 01,,Strategy,PS2
103,,Roller Coaster Funfare,,,,,,,12th Oct 07,,Strategy,PS2
104,,Rollercoaster World,,,,,,,01st Jan 04,,Strategy,PS2
105,,San Goku Shi 11 with Power-Up Kit,,,,,,,21st Mar 07,,Strategy,PS2
106,,Sega Ages 2500 Series Vol. 22: Advanced Daisenryaku: Deutsch Dengeki Sakusen,,,,,,,23rd Feb 06,,Strategy,PS2
107,,Simple 2000 Series Vol. 1: The Table Game,,,,,,,31st May 01,,Strategy,PS2
108,,Simple 2000 Series Vol. 36: The Musume Ikusei Simulation - Otousan to Issho,,,,,,,09th Oct 03,,Strategy,PS2
109,,"Taiheiyou no Arashi: Senkan Yamato, Akatsuki ni Shutsugekisu",,,,,,,31st Jan 08,,Strategy,PS2
110,,Taikou Risshiden V,,,,,,,26th Aug 04,,Strategy,PS2
111,,Teitoku no Ketsudan IV with Power-Up Kit,,,,,,,26th Feb 04,,Strategy,PS2
112,,The History Channel: Great Battles of Rome,,,,,,,08th Jun 07,,Strategy,PS2
113,,Uchuu Senkan Yamato: Ankoku Seidan Teikoku no Gyakushuu,,,,,,,27th Jan 05,,Strategy,PS2
114,,Uchuu Senkan Yamato: Iscandar he no Tsuioku,,,,,,,06th Oct 04,,Strategy,PS2
115,,Velvet file Plus,,,,,,,29th Mar 01,,Strategy,PS2
116,,Worms 4: Mayhem,,,,,,,29th Jul 05,,Strategy,PS2
117,,Zipang,,,,,,,26th May 05,,Strategy,PS2
118,,Zoids Tactics,,,,,,,11th Aug 05,,Strategy,PS2
1,,The Elder Scrolls V: Skyrim,,6.49m,2.57m,2.68m,0.25m,0.99m,11th Nov 11,,Role-Playing,PS3
2,,Final Fantasy XIII Read the review,,5.35m,1.75m,1.23m,1.87m,0.51m,09th Mar 10,,Role-Playing,PS3
3,,Fallout 3 Read the review,,4.00m,2.18m,1.15m,0.07m,0.61m,28th Oct 08,,Role-Playing,PS3
4,,Fallout: New Vegas,,3.17m,1.54m,1.04m,0.10m,0.49m,19th Oct 10,,Role-Playing,PS3
5,,The Elder Scrolls IV: Oblivion Read the review,,3.12m,1.69m,0.86m,0.14m,0.44m,20th Mar 07,,Role-Playing,PS3
6,,Final Fantasy XIII-2 Read the review,,2.66m,0.78m,0.75m,0.89m,0.23m,31st Jan 12,,Role-Playing,PS3
7,,Dark Souls Read the review,,2.05m,0.75m,0.53m,0.54m,0.22m,04th Oct 11,,Role-Playing,PS3
8,,Dragon's Dogma Read the review,,1.76m,0.41m,0.48m,0.72m,0.16m,22nd May 12,,Role-Playing,PS3
9,,Dragon Age: Origins Read the review,,1.67m,0.96m,0.42m,0.08m,0.21m,03rd Nov 09,,Role-Playing,PS3
10,,Mass Effect 3,,1.46m,0.65m,0.58m,0.03m,0.20m,06th Mar 12,,Role-Playing,PS3
11,,Mass Effect 2,,1.46m,0.78m,0.46m,0.03m,0.18m,18th Jan 11,,Role-Playing,PS3
12,,Ni no Kuni: Wrath of the White Witch Read the review,,1.54m,0.60m,0.51m,0.21m,0.22m,22nd Jan 13,,Role-Playing,PS3
13,,Tales of Xillia Read the review,,1.25m,0.29m,0.20m,0.67m,0.10m,06th Aug 13,,Role-Playing,PS3
14,,Final Fantasy X / X-2 HD Remaster Read the review,,1.30m,0.43m,0.39m,0.32m,0.16m,18th Mar 14,,Role-Playing,PS3
15,,Dark Souls II Read the review,,1.29m,0.38m,0.35m,0.41m,0.15m,07th Apr 15,,Role-Playing,PS3
16,,Kingdom Hearts HD II.5 ReMIX Read the review,,1.25m,0.52m,0.36m,0.19m,0.18m,02nd Dec 14,,Role-Playing,PS3
17,,Demon's Souls Read the review,,1.83m,0.97m,0.34m,0.35m,0.17m,06th Oct 09,,Role-Playing,PS3
18,,Valkyria Chronicles Read the review,,1.27m,0.71m,0.19m,0.24m,0.12m,04th Nov 08,,Role-Playing,PS3
19,,Tales of Graces f Read the review,,0.99m,0.28m,0.19m,0.45m,0.07m,13th Mar 12,,Role-Playing,PS3
20,,South Park: The Stick of Truth,,0.97m,0.44m,0.36m,,0.16m,04th Mar 14,,Role-Playing,PS3
21,,White Knight Chronicles: International Edition Read the review,,0.95m,0.34m,0.16m,0.36m,0.09m,02nd Feb 10,,Role-Playing,PS3
22,,Kingdoms of Amalur: Reckoning Read the review,,0.85m,0.37m,0.29m,0.09m,0.10m,07th Feb 12,,Role-Playing,PS3
23,,Dragon Age II,,0.83m,0.40m,0.26m,0.05m,0.12m,08th Mar 11,,Role-Playing,PS3
24,,The Lord of the Rings: War in the North,,0.82m,0.25m,0.43m,0.01m,0.12m,01st Nov 11,,Role-Playing,PS3
25,,Resonance of Fate Read the review,,0.74m,0.20m,0.22m,0.24m,0.08m,16th Mar 10,,Role-Playing,PS3
26,,Marvel: Ultimate Alliance 2,,0.74m,0.49m,0.16m,,0.09m,15th Sep 09,,Role-Playing,PS3
27,,Star Ocean: The Last Hope International Read the review,,0.73m,0.28m,0.15m,0.22m,0.07m,09th Feb 10,,Role-Playing,PS3
28,,White Knight Chronicles II Read the review,,0.63m,0.23m,0.09m,0.27m,0.04m,13th Sep 11,,Role-Playing,PS3
29,,NieR,,0.63m,0.17m,0.19m,0.20m,0.07m,27th Apr 10,,Role-Playing,PS3
30,,Sacred 2: Fallen Angel,,0.61m,0.22m,0.23m,0.08m,0.09m,11th May 09,,Role-Playing,PS3
31,,Dragon Age: Inquisition,,0.61m,0.27m,0.18m,0.06m,0.09m,18th Nov 14,,Role-Playing,PS3
32,,Disgaea 4: A Promise Unforgotten Read the review,,0.58m,0.27m,0.11m,0.14m,0.06m,06th Sep 11,,Role-Playing,PS3
33,,Disgaea 3: Absence of Justice Read the review,,0.55m,0.36m,0.03m,0.11m,0.05m,26th Aug 08,,Role-Playing,PS3
34,,Monster Hunter Portable 3rd HD Ver.,,0.50m,,,0.50m,,25th Aug 11,,Role-Playing,PS3
35,,Dragon's Crown Read the review,,0.50m,0.27m,0.04m,0.17m,0.02m,06th Aug 13,,Role-Playing,PS3
36,,Atelier Rorona: Alchemist of Arland Read the review,,0.48m,0.22m,0.10m,0.11m,0.05m,24th Jun 14,,Role-Playing,PS3
37,,Two Worlds II,,0.47m,0.26m,0.10m,0.06m,0.04m,25th Jan 11,,Role-Playing,PS3
38,,Tales of Vesperia,,0.46m,,,0.46m,,17th Sep 09,,Role-Playing,PS3
39,,Eternal Sonata Read the review,,0.44m,0.19m,0.12m,0.07m,0.05m,21st Oct 08,,Role-Playing,PS3
40,,Hyperdimension Neptunia Read the review,,0.44m,0.22m,0.10m,0.07m,0.04m,15th Feb 11,,Role-Playing,PS3
41,,Alpha Protocol,,0.43m,0.19m,0.17m,,0.07m,01st Jun 10,,Role-Playing,PS3
42,,Atelier Totori: The Adventurer of Arland Read the review,,0.43m,0.12m,0.07m,0.21m,0.03m,27th Sep 11,,Role-Playing,PS3
43,,Dungeon Siege III,,0.39m,0.17m,0.13m,0.03m,0.06m,21st Jun 11,,Role-Playing,PS3
44,,Marvel: Ultimate Alliance,,0.38m,0.33m,0.02m,,0.03m,17th Nov 06,,Role-Playing,PS3
45,,Folklore Read the review,,0.32m,0.20m,0.04m,0.05m,0.03m,09th Oct 07,,Role-Playing,PS3
46,,2nd Super Robot Wars Original Generation,,0.30m,,,0.30m,,29th Nov 12,,Role-Playing,PS3
47,,Dragon Age Origins: Awakening,,0.27m,0.24m,,,0.02m,16th Mar 10,,Role-Playing,PS3
48,,Hunted: The Demon's Forge,,0.25m,0.12m,0.09m,0.02m,0.03m,31st May 11,,Role-Playing,PS3
49,,Atelier Meruru: Alchemist of Arland 3 Read the review,,0.24m,0.05m,0.00m,0.18m,0.01m,22nd May 12,,Role-Playing,PS3
50,,Game of Thrones,,0.24m,0.10m,0.11m,,0.04m,15th May 12,,Role-Playing,PS3
51,,Persona 5,,0.24m,0.07m,0.02m,0.14m,0.02m,04th Apr 17,,Role-Playing,PS3
52,,Ar tonelico Qoga: Knell of Ar Ciel Read the review,,0.24m,0.08m,0.01m,0.13m,0.01m,15th Mar 11,,Role-Playing,PS3
53,,Cross Edge Read the review,,0.23m,0.14m,0.02m,0.05m,0.02m,26th May 09,,Role-Playing,PS3
54,,Risen 2: Dark Waters,,0.23m,0.04m,0.14m,0.01m,0.03m,31st Jul 12,,Role-Playing,PS3
55,,The Legend of Heroes: Trails of Cold Steel II,,0.22m,0.05m,0.04m,0.11m,0.02m,06th Sep 16,,Role-Playing,PS3
56,,The Witch and the Hundred Knight,,0.22m,0.08m,0.02m,0.10m,0.02m,25th Mar 14,,Role-Playing,PS3
57,,The Legend of Heroes: Trails of Cold Steel,,0.21m,0.06m,0.02m,0.12m,0.02m,22nd Dec 15,,Role-Playing,PS3
58,,Enchanted Arms,,0.20m,0.17m,0.01m,,0.02m,03rd Apr 07,,Role-Playing,PS3
59,,Untold Legends: Dark Kingdom,,0.20m,0.14m,0.02m,0.02m,0.02m,13th Nov 06,,Role-Playing,PS3
60,,Fairy Fencer F Read the review,,0.19m,0.05m,0.03m,0.09m,0.02m,16th Sep 14,,Role-Playing,PS3
61,,Trinity Universe Read the review,,0.18m,0.07m,0.06m,0.03m,0.02m,29th Jun 10,,Role-Playing,PS3
62,,Time and Eternity Read the review,,0.17m,0.06m,0.03m,0.06m,0.02m,16th Jul 13,,Role-Playing,PS3
63,,Ar nosurge: Ode to an Unborn Star Read the review,,0.17m,0.05m,0.04m,0.06m,0.02m,23rd Sep 14,,Role-Playing,PS3
64,,Hyperdimension Neptunia Victory Read the review,,0.17m,0.05m,0.04m,0.06m,0.02m,21st Mar 13,,Role-Playing,PS3
65,,3D Dot Game Heroes Read the review,,0.57m,0.36m,0.12m,0.03m,0.07m,11th May 10,,Role-Playing,PS3
66,,Mugen Souls Read the review,,0.16m,0.04m,0.03m,0.08m,0.01m,30th Sep 12,,Role-Playing,PS3
67,,Record of Agarest War 2 Read the review,,0.15m,0.09m,,0.04m,0.01m,26th Jun 12,,Role-Playing,PS3
68,,Shining Resonance,,0.14m,,,0.14m,,11th Dec 14,,Role-Playing,PS3
69,,TRINITY: Souls of Zill O'll,,0.14m,0.06m,0.03m,0.03m,0.01m,08th Feb 11,,Role-Playing,PS3
70,,Dragon Quest Builders: Revive Alefgard,,0.13m,,,0.13m,,28th Jan 16,,Role-Playing,PS3
71,,Tales of Berseria,,0.13m,,,0.13m,,18th Aug 16,,Role-Playing,PS3
72,,Venetica,,0.12m,0.07m,0.03m,,0.01m,11th Jan 11,,Role-Playing,PS3
73,,Atelier Ayesha: The Alchemist of Dusk Read the review,,0.27m,0.06m,0.04m,0.14m,0.02m,05th Mar 13,,Role-Playing,PS3
74,,Sacred 3,,0.11m,0.03m,0.04m,0.03m,0.01m,29th Jul 14,,Role-Playing,PS3
75,,Sword Art Online: Lost Song,,0.11m,,,0.11m,,26th Mar 15,,Role-Playing,PS3
76,,Atelier Escha & Logy: Alchemists of the Dusk Sky Read the review,,0.21m,0.06m,0.03m,0.10m,0.02m,11th Mar 14,,Role-Playing,PS3
77,,Odin Sphere: Leifthrasir,,0.10m,0.03m,0.02m,0.04m,0.01m,07th Jun 16,,Role-Playing,PS3
78,,Last Rebellion Read the review,,0.09m,0.06m,0.01m,0.01m,0.01m,23rd Feb 10,,Role-Playing,PS3
79,,Chou Jigen Game Neptune Mk-II,,0.09m,,,0.09m,,18th Aug 11,,Role-Playing,PS3
80,,Risen 3: Titan Lords,,0.08m,0.02m,0.05m,,0.01m,12th Aug 14,,Role-Playing,PS3
81,,Lost Dimension,,0.08m,0.06m,0.01m,0.00m,0.01m,28th Jul 15,,Role-Playing,PS3
82,,Atelier Shallie: Alchemists of the Dusk Sea,,0.20m,0.07m,0.03m,0.08m,0.02m,10th Mar 15,,Role-Playing,PS3
83,,The Elder Scrolls IV: Shivering Isles,,0.07m,0.07m,,,0.01m,08th Dec 07,,Role-Playing,PS3
84,,Record of Agarest War,,0.07m,,0.03m,0.03m,0.01m,30th Oct 09,,Role-Playing,PS3
85,,Mugen Souls Z,,0.07m,0.02m,0.01m,0.04m,0.01m,20th May 14,,Role-Playing,PS3
86,,Ken to Mahou to Gakuen Mono. 3,,0.07m,,,0.07m,,07th Oct 10,,Role-Playing,PS3
87,,The Guided Fate Paradox Read the review,,0.07m,,0.00m,0.06m,0.00m,05th Nov 13,,Role-Playing,PS3
88,,Star Ocean 5: Integrity and Faithlessness,,0.06m,,,0.06m,,28th Apr 16,,Role-Playing,PS3
89,,Nights of Azure,,0.05m,,,0.05m,,29th Mar 16,,Role-Playing,PS3
90,,NAtURAL DOCtRINE,,0.05m,0.03m,0.01m,0.01m,0.01m,30th Sep 14,,Role-Playing,PS3
91,,Monster Hunter Frontier G,,0.05m,,,0.05m,,20th Nov 13,,Role-Playing,PS3
92,,Dragon's Dogma Online,,0.04m,,,0.04m,,27th Aug 15,,Role-Playing,PS3
93,,Atelier Sophie: The Alchemist of the Mysterious Book,,0.04m,,,0.04m,,19th Nov 15,,Role-Playing,PS3
94,,The Legend of Heroes: Trails in the Sky FC,,0.04m,,,0.04m,,13th Dec 12,,Role-Playing,PS3
95,,Ragnarok Odyssey Ace,,0.04m,0.03m,0.00m,,0.01m,01st Apr 14,,Role-Playing,PS3
96,,Legasista Read the review,,0.04m,,,0.04m,,21st Aug 12,,Role-Playing,PS3
97,,Enchanted Arms (JP sales),,0.04m,,,0.04m,,03rd Apr 07,,Role-Playing,PS3
98,,Super Hero Generation,,0.04m,,,0.04m,,23rd Oct 14,,Role-Playing,PS3
99,,Ken to Mahou to Gakuen Mono. 2G,,0.02m,,,0.02m,,22nd Jul 10,,Role-Playing,PS3
100,,The Guided Fate: Cross Thesis Awakening,,0.02m,,,0.02m,,17th Mar 15,,Role-Playing,PS3
101,,Zillions of Enemy X: Zetsukai no Crusade,,0.02m,,,0.02m,,23rd May 13,,Role-Playing,PS3
102,,The Legend of Heroes: Trails in the Sky SC,,0.02m,,,0.02m,,25th Apr 13,,Role-Playing,PS3
103,,Wizardry Twin Pack,,0.02m,,,0.02m,,27th Jan 11,,Role-Playing,PS3
104,,Agarest Senki: Re-appearance,,0.01m,,,0.01m,,,,Role-Playing,PS3
105,,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,,0.01m,,,0.01m,,17th Sep 09,,Role-Playing,PS3
106,,Hyperdimension Neptunia mk2 Read the review,,0.01m,,0.01m,,0.00m,28th Feb 12,,Role-Playing,PS3
107,,Daikoukai Jidai Online: Cruz del Sur,,0.01m,,,0.01m,,28th Apr 09,,Role-Playing,PS3
108,,Raven's Cry,,0.00m,,0.00m,,0.00m,30th Jan 15,,Role-Playing,PS3
109,,Fallout: New Vegas Ultimate Edition,,0.00m,0.00m,,,0.00m,07th Feb 12,,Role-Playing,PS3
110,,Arcania: Gothic 4,,0.00m,,0.00m,,0.00m,13th Aug 13,,Role-Playing,PS3
111,,The Elder Scrolls IV: Oblivion - Game of the Year Edition,,0.00m,,0.00m,,0.00m,16th Oct 07,,Role-Playing,PS3
112,,All Points Bulletin,,,,,,,,,Role-Playing,PS3
113,,Amphibian Man,,,,,,,31st Dec 20,,Role-Playing,PS3
114,,Angel Senki,,,,,,,07th Jul 11,,Role-Playing,PS3
115,,Child of Light,,,,,,,30th Apr 14,,Role-Playing,PS3
116,,Clan of Champions,,,,,,,,,Role-Playing,PS3
117,,Costume Quest 2,,,,,,,28th Oct 14,,Role-Playing,PS3
118,,Daikoukai Jidai Online: El Oriente,,,,,,,15th Dec 09,,Role-Playing,PS3
119,,Daikoukai Jidai Online: Tierra Americana,,,,,,,22nd Feb 11,,Role-Playing,PS3
120,,Dragon Age II ( BioWare Signature Edition ),,,,,,,,,Role-Playing,PS3
121,,Dragon Age II: Mark of the Assassin,,,,,,,11th Oct 11,,Role-Playing,PS3
122,,Dragon Age: Origins - Ultimate Edition,,,,,,,12th Oct 10,,Role-Playing,PS3
123,,Dungeon Siege III: Treasures of the Sun,,,,,,,25th Oct 11,,Role-Playing,PS3
124,,Eiyuu Senki: The World Conquest,,,,,,,01st Oct 15,,Role-Playing,PS3
125,,Exodyssey,,,,,,,,,Role-Playing,PS3
126,,Falling Skies: The Game,,,,,,,01st Jan 16,,Role-Playing,PS3
127,,Fallout 3: Game of the Year Edition,,,,,,,13th Oct 09,,Role-Playing,PS3
128,,Final Fantasy X HD,,,,,,,,,Role-Playing,PS3
129,,Mars,,,,,,,,,Role-Playing,PS3
130,,Marvel Universe,,,,,,,,,Role-Playing,PS3
131,,Ni-Oh,,,,,,,,,Role-Playing,PS3
132,,Pier Solar and the Great Architects,,,,,,,30th Sep 14,,Role-Playing,PS3
133,,Pirates of the Caribbean: Armada of the Damned,,,,,,,,,Role-Playing,PS3
134,,Poncotsu Roman Daikatsugeki Bumpy Trot 2,,,,,,,,,Role-Playing,PS3
135,,Project Mercury,,,,,,,,,Role-Playing,PS3
136,,Ruin,,,,,,,,,Role-Playing,PS3
137,,Shin Megami Tensei,,,,,,,,,Role-Playing,PS3
138,,Shin Megami Tensei: Nocturne,,,,,,,06th May 14,,Role-Playing,PS3
139,,Shirokishi Monogatari: Inishie no Kodou - EX Edition,,,,,,,08th Oct 09,,Role-Playing,PS3
140,,Sir Gawain and the Green Knight,,,,,,,,,Role-Playing,PS3
141,,The Agency,,,,,,,31st Dec 20,,Role-Playing,PS3
142,,The Last Remnant,,,,,,,31st Dec 09,,Role-Playing,PS3
143,,Two Worlds II: Pirates of the Flying Fortress,,,,,,,,,Role-Playing,PS3
144,,Atelier Shallie: Alchemists of the Dusk Sea Read the review,,,,,,,10th Mar 15,,Role-Playing,PS3
145,,Dark Souls II: Crown of the Sunken King Read the review,,,,,,,,,Role-Playing,PS3
146,,Diablo III: Ultimate Evil Edition Read the review,,,,,,,19th Aug 14,,Role-Playing,PS3
147,,Dragon's Dogma: Dark Arisen,,,,,,,23rd Apr 13,,Role-Playing,PS3
148,,The Elder Scrolls V: Skyrim - Dragonborn,,,,,,,13th Feb 13,,Role-Playing,PS3
149,,The Elder Scrolls V: Skyrim - Hearthfire Read the review,,,,,,,19th Feb 13,,Role-Playing,PS3
1,,Grand Theft Auto V Read the review,,20.32m,6.37m,9.85m,0.99m,3.12m,17th Sep 13,,Action,PS3
2,,Grand Theft Auto IV Read the review,,10.57m,4.79m,3.73m,0.44m,1.62m,29th Apr 08,,Action,PS3
3,,Uncharted 3: Drake's Deception Read the review,,6.84m,2.77m,2.81m,0.19m,1.06m,01st Nov 11,,Action,PS3
4,,God of War III Read the review,,4.81m,2.74m,1.36m,0.12m,0.60m,16th Mar 10,,Action,PS3
5,,Uncharted 2: Among Thieves Read the review,,6.74m,3.28m,2.22m,0.21m,1.02m,13th Oct 09,,Action,PS3
6,,Red Dead Redemption Read the review,,6.57m,2.82m,2.58m,0.17m,1.00m,11th Oct 11,,Action,PS3
7,,Assassin's Creed II Read the review,,5.57m,2.54m,1.95m,0.21m,0.86m,17th Nov 09,,Action,PS3
8,,Batman: Arkham City Read the review,,5.54m,2.72m,1.89m,0.11m,0.82m,18th Oct 11,,Action,PS3
9,,Resident Evil 5 Read the review,,5.10m,1.96m,1.42m,1.08m,0.64m,13th Mar 09,,Action,PS3
10,,Uncharted: Drake's Fortune Read the review,,4.97m,2.32m,1.73m,0.12m,0.80m,16th Nov 07,,Action,PS3
11,,Assassin's Creed Read the review,,4.83m,1.91m,2.01m,0.09m,0.82m,13th Nov 07,,Action,PS3
12,,Batman: Arkham Asylum Read the review,,4.28m,2.26m,1.33m,0.07m,0.63m,25th Aug 09,,Action,PS3
13,,Assassin's Creed: Revelations Read the review,,4.23m,1.41m,2.03m,0.10m,0.69m,15th Nov 11,,Action,PS3
14,,Resident Evil 6 Read the review,,3.12m,0.88m,0.97m,0.88m,0.39m,02nd Oct 12,,Action,PS3
15,,God of War: Ascension Read the review,,2.40m,1.23m,0.72m,0.04m,0.41m,12th Mar 13,,Action,PS3
16,,Assassin's Creed: Brotherhood Read the review,,2.85m,1.87m,0.57m,0.11m,0.30m,16th Nov 10,,Action,PS3
17,,Tomb Raider (2013) Read the review,,2.51m,0.60m,1.45m,0.08m,0.38m,05th Mar 13,,Action,PS3
18,,Saints Row: The Third,,2.48m,0.86m,1.06m,0.18m,0.37m,15th Nov 11,,Action,PS3
19,,God of War Collection Read the review,,2.60m,1.70m,0.45m,0.06m,0.40m,17th Nov 09,,Action,PS3
20,,LEGO Star Wars: The Complete Saga,,2.31m,1.02m,0.93m,,0.36m,06th Nov 07,,Action,PS3
21,,Dead Island,,2.29m,1.08m,0.74m,0.15m,0.32m,06th Sep 11,,Action,PS3
22,,Star Wars: The Force Unleashed,,2.22m,1.01m,0.86m,,0.35m,16th Sep 08,,Action,PS3
23,,Hitman: Absolution,,2.06m,0.59m,1.08m,0.07m,0.32m,20th Nov 12,,Action,PS3
24,,inFAMOUS Read the review,,2.99m,1.76m,0.68m,0.12m,0.42m,26th May 09,,Action,PS3
25,,Lego Marvel Super Heroes,,1.96m,0.77m,0.85m,0.01m,0.32m,22nd Oct 13,,Action,PS3
26,,inFAMOUS 2 Read the review,,1.87m,1.05m,0.48m,0.08m,0.26m,07th Jun 11,,Action,PS3
27,,Just Cause 2 Read the review,,1.75m,0.45m,0.92m,0.06m,0.32m,23rd Mar 10,,Action,PS3
28,,Saints Row 2,,1.68m,0.88m,0.54m,0.02m,0.24m,14th Oct 08,,Action,PS3
29,,Devil May Cry 4,,1.58m,0.58m,0.45m,0.34m,0.20m,05th Feb 08,,Action,PS3
30,,Star Wars: The Force Unleashed II Read the review,,1.51m,0.80m,0.50m,,0.21m,26th Oct 10,,Action,PS3
31,,Metal Gear Rising: Revengeance Read the review,,1.50m,0.47m,0.41m,0.44m,0.18m,19th Feb 13,,Action,PS3
32,,Heavenly Sword,,1.65m,0.57m,0.73m,0.06m,0.29m,12th Sep 07,,Action,PS3
33,,Mafia II,,1.49m,0.50m,0.70m,0.04m,0.25m,24th Aug 10,,Action,PS3
34,,One Piece Pirate Warriors Read the review,,1.17m,0.01m,0.24m,0.86m,0.06m,25th Sep 12,,Action,PS3
35,,Dead Rising 2,,1.37m,0.43m,0.57m,0.15m,0.22m,28th Sep 10,,Action,PS3
36,,Saints Row IV,,1.33m,0.58m,0.45m,0.09m,0.21m,20th Aug 13,,Action,PS3
37,,Assassin's Creed: Rogue,,1.30m,0.46m,0.57m,0.07m,0.20m,11th Nov 14,,Action,PS3
38,,[Prototype],,1.24m,0.65m,0.41m,,0.18m,09th Jun 09,,Action,PS3
39,,Bayonetta Read the review,,1.21m,0.44m,0.40m,0.21m,0.16m,05th Jan 10,,Action,PS3
40,,LEGO Star Wars III: The Clone Wars Read the review,,1.18m,0.52m,0.47m,,0.19m,22nd Mar 11,,Action,PS3
41,,Red Dead Redemption: Undead Nightmare,,1.18m,0.47m,0.45m,0.06m,0.19m,23rd Nov 10,,Action,PS3
42,,Castlevania: Lords of Shadow,,1.11m,0.50m,0.37m,0.10m,0.15m,05th Oct 10,,Action,PS3
43,,Metal Gear Solid HD Collection Read the review,,1.11m,0.52m,0.44m,,0.14m,08th Nov 11,,Action,PS3
44,,Ninja Gaiden Sigma,,1.15m,0.57m,0.32m,0.09m,0.16m,03rd Jul 07,,Action,PS3
45,,Toy Story 3: The Video Game,,1.09m,0.51m,0.41m,,0.17m,15th Jun 10,,Action,PS3
46,,Dante's Inferno Read the review,,1.08m,0.64m,0.28m,0.04m,0.12m,09th Feb 10,,Action,PS3
47,,LEGO Jurassic World,,1.02m,0.36m,0.49m,,0.17m,12th Jun 15,,Action,PS3
48,,LEGO Pirates of the Caribbean: The Video Game Read the review,,0.96m,0.36m,0.44m,,0.16m,10th May 11,,Action,PS3
49,,LEGO Harry Potter: Years 5-7,,0.95m,0.36m,0.45m,,0.15m,11th Nov 11,,Action,PS3
50,,Skylanders: Spyro's Adventure Read the review,,0.94m,0.39m,0.40m,,0.15m,16th Oct 11,,Action,PS3
51,,Brutal Legend Read the review,,0.94m,0.54m,0.27m,,0.13m,13th Oct 09,,Action,PS3
52,,Dynasty Warriors 7,,0.91m,0.25m,0.14m,0.46m,0.06m,29th Mar 11,,Action,PS3
53,,James Cameron's Avatar: The Game,,0.90m,0.32m,0.43m,,0.15m,01st Dec 09,,Action,PS3
54,,God of War Saga,,0.89m,0.74m,,,0.15m,28th Aug 12,,Action,PS3
55,,The Tomb Raider Trilogy,,0.89m,0.27m,0.48m,,0.14m,22nd Mar 11,,Action,PS3
56,,Ninja Gaiden Sigma 2 Read the review,,0.85m,0.52m,0.16m,0.08m,0.10m,29th Sep 09,,Action,PS3
57,,Ghostbusters: The Video Game Read the review,,0.84m,0.34m,0.36m,,0.14m,16th Jun 09,,Action,PS3
58,,Lego Batman 3: Beyond Gotham,,0.84m,0.34m,0.36m,,0.14m,11th Nov 14,,Action,PS3
59,,Twisted Metal (2012),,0.83m,0.67m,0.07m,,0.09m,14th Feb 12,,Action,PS3
60,,DmC Devil May Cry Read the review,,0.81m,0.24m,0.29m,0.19m,0.10m,15th Jan 13,,Action,PS3
61,,LEGO Dimensions,,0.81m,0.26m,0.41m,,0.13m,27th Sep 15,,Action,PS3
62,,Prototype 2,,0.77m,0.38m,0.28m,,0.11m,24th Apr 12,,Action,PS3
63,,Resident Evil: Revelations,,0.76m,0.14m,0.32m,0.22m,0.09m,21st May 13,,Action,PS3
64,,Genji: Days of the Blade,,0.75m,0.18m,0.38m,0.06m,0.14m,14th Nov 06,,Action,PS3
65,,The Lord of the Rings: Conquest,,0.75m,0.38m,0.26m,,0.11m,13th Jan 09,,Action,PS3
66,,Ace Combat: Assault Horizon Read the review,,0.74m,0.30m,0.16m,0.22m,0.07m,11th Oct 11,,Action,PS3
67,,X-Men Origins: Wolverine - Uncaged Edition Read the review,,0.74m,0.31m,0.31m,,0.12m,01st May 09,,Action,PS3
68,,Pirates of the Caribbean: At World's End,,0.73m,0.17m,0.41m,,0.15m,22nd May 07,,Action,PS3
69,,Devil May Cry HD Collection,,0.84m,0.42m,0.20m,0.11m,0.11m,03rd Apr 12,,Action,PS3
70,,God of War: Origins Collection,,0.57m,0.39m,0.08m,0.02m,0.07m,13th Sep 11,,Action,PS3
71,,Dynasty Warriors 6,,0.71m,0.18m,0.07m,0.41m,0.04m,19th Feb 08,,Action,PS3
72,,James Bond 007: Blood Stone Read the review,,0.70m,0.18m,0.37m,0.02m,0.12m,02nd Nov 10,,Action,PS3
73,,Transformers: Revenge of the Fallen Read the review,,0.70m,0.28m,0.30m,,0.12m,23rd Jun 09,,Action,PS3
74,,Prince of Persia: The Forgotten Sands Read the review,,0.69m,0.19m,0.36m,0.01m,0.12m,18th May 10,,Action,PS3
75,,Iron Man,,0.68m,0.32m,0.25m,,0.11m,02nd May 08,,Action,PS3
76,,Lollipop Chainsaw Read the review,,0.67m,0.27m,0.21m,0.11m,0.08m,12th Jun 12,,Action,PS3
77,,One Piece: Pirate Warriors 2 Read the review,,0.66m,,0.21m,0.42m,0.03m,01st Jan 14,,Action,PS3
