Pos,Game,Game.1,Console,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Unnamed: 10_level_2,Genero,Plataforma
1,,Neon Genesis Evangelion 2nd Impression,,0.42m,,,0.42m,0.00m,07th Mar 97,,Role-Playing,SAT
2,,Grandia,,0.42m,,,0.42m,,18th Dec 97,,Role-Playing,SAT
3,,Shin Megami Tensei: Devil Summoner,,0.38m,,,0.38m,,25th Dec 95,,Role-Playing,SAT
4,,Devil Summoner: Soul Hackers,,0.31m,,,0.31m,,13th Nov 97,,Role-Playing,SAT
5,,Blazing Heroes,,0.30m,,,0.30m,0.00m,01st Jan 96,,Role-Playing,SAT
6,,Guardian Heroes,,0.29m,,,0.29m,,25th Jan 96,,Role-Playing,SAT
7,,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,,0.26m,,,0.26m,,14th Jan 97,,Role-Playing,SAT
8,,Doukyuusei if,,0.26m,,,0.26m,,09th Aug 96,,Role-Playing,SAT
9,,Lunar: Silver Star Story,,0.23m,,,0.23m,0.00m,25th Oct 96,,Role-Playing,SAT
10,,Lunar: Silver Star Story Complete,,0.21m,,,0.21m,0.00m,04th Jul 97,,Role-Playing,SAT
11,,Doukyuusei 2,,0.13m,,,0.13m,,11th Jul 97,,Role-Playing,SAT
12,,Lunar 2: Eternal Blue,,0.12m,,,0.12m,,23rd Jul 98,,Role-Playing,SAT
13,,Panzer Dragoon Saga,,0.11m,,,0.11m,,30th Apr 98,,Role-Playing,SAT
14,,Virtual Hydlide,,0.11m,,,0.11m,0.00m,27th Apr 95,,Role-Playing,SAT
15,,Sword & Sorcery,,0.10m,,,0.10m,,31st May 96,,Role-Playing,SAT
16,,Slayers Royal 2,,0.08m,,,0.08m,0.00m,03rd Sep 98,,Role-Playing,SAT
17,,Madou Monogatari,,0.03m,,,0.03m,0.00m,23rd Jul 98,,Role-Playing,SAT
18,,Albert Odyssey: Legend of Eldean,,,,,,,31st Jul 97,,Role-Playing,SAT
19,,Baroque,,,,,,,21st May 98,,Role-Playing,SAT
20,,Blue Breaker,,,,,,,27th Nov 97,,Role-Playing,SAT
21,,Cyber Doll,,,,,,,09th Aug 96,,Role-Playing,SAT
22,,Dark Savior,,,,,,,30th Nov 96,,Role-Playing,SAT
23,,Digital Monsters Ver. S: Digimon Tamers,,,,,,,23rd Sep 98,,Role-Playing,SAT
24,,Dragon Master Silk,,,,,,,28th Mar 97,,Role-Playing,SAT
25,,Farland Saga: Toki no Douhyou,,,,,,,03rd Dec 98,,Role-Playing,SAT
26,,Gensou Suikoden,,,,,,,17th Sep 98,,Role-Playing,SAT
27,,Grandia Digital Museum,,,,,,,28th May 98,,Role-Playing,SAT
28,,Grandia Prelude,,,,,,,01st Jan 97,,Role-Playing,SAT
29,,Linkle Liver Story,,,,,,,15th Mar 96,,Role-Playing,SAT
30,,Magic Knight Rayearth,,,,,,,30th Nov 98,,Role-Playing,SAT
31,,Mahou Gakuen Lunar,,,,,,,20th Nov 97,,Role-Playing,SAT
32,,Marie no Atelier Ver. 1.3: Salburg no Renkinjutsushi,,,,,,,11th Dec 97,,Role-Playing,SAT
33,,Nanatsu Kaze no Shima Monogatari,,,,,,,27th Nov 97,,Role-Playing,SAT
34,,Ogre Battle Saga Episode Five: The March of the Black Queen,,,,,,,01st Nov 96,,Role-Playing,SAT
35,,Panzer Dragoon Saga,,,,,,,30th Apr 98,,Role-Playing,SAT
36,,Princess Crown,,,,,,,11th Dec 97,,Role-Playing,SAT
37,,RiglordSaga 2,,,,,,,08th Nov 96,,Role-Playing,SAT
38,,Ronde,,,,,,,30th Oct 97,,Role-Playing,SAT
39,,Sega Ages: Phantasy Star Collection,,,,,,,02nd Apr 98,,Role-Playing,SAT
40,,Shining the Holy Ark,,,,,,,30th Jun 97,,Role-Playing,SAT
41,,Shining Wisdom,,,,,,,10th Aug 95,,Role-Playing,SAT
42,,Shinsetsu Samurai Spirits: Bushidou Retsuden,,,,,,,27th Jun 97,,Role-Playing,SAT
43,,Simulation RPG Tsukuru,,,,,,,17th Sep 98,,Role-Playing,SAT
44,,Tactics Ogre: Let Us Cling Together,,,,,,,13th Dec 96,,Role-Playing,SAT
45,,The Legend of Heroes I & II: Eiyuu Densetsu,,,,,,,23rd Sep 98,,Role-Playing,SAT
46,,The Legend of Oasis,,,,,,,30th Nov 96,,Role-Playing,SAT
47,,Tilk: Aoi Umi kara Kita Shoujo,,,,,,,23rd Dec 97,,Role-Playing,SAT
48,,Vandal Hearts,,,,,,,27th Nov 97,,Role-Playing,SAT
49,,Wachenröder,,,,,,,06th Aug 98,,Role-Playing,SAT
50,,Wizardry VI & VII Complete,,,,,,,31st May 96,,Role-Playing,SAT
51,,Wizardry: Llylgamyn Saga,,,,,,,26th Nov 98,,Role-Playing,SAT
1,,Super Robot Taisen F,,0.55m,,,0.55m,0.00m,25th Sep 97,,Action,SAT
2,,Mobile Suit Gundam,,0.41m,,,0.41m,,22nd Dec 95,,Action,SAT
3,,Kidou Senshi Gundam: Giren no Yabou,,0.25m,,,0.25m,0.00m,09th Apr 98,,Action,SAT
4,,Resident Evil,,0.17m,,,0.17m,,31st Aug 97,,Action,SAT
5,,Batman Forever: The Arcade Game,,,,,,,30th Nov 96,,Action,SAT
6,,Black Fire,,,,,,,22nd Dec 95,,Action,SAT
7,,Die Hard Arcade,,,,,,,08th Apr 97,,Action,SAT
8,,Doraemon: Nobi Futo to Fukkatsu no Hoshi,,,,,,,15th Mar 96,,Action,SAT
9,,DragonHeart: Fire & Steel,,,,,,,01st Jan 96,,Action,SAT
10,,Elevator Action Returns,,,,,,,14th Feb 97,,Action,SAT
11,,Grid Runner,,,,,,,30th Nov 96,,Action,SAT
12,,Nekketsu Oyako,,,,,,,21st Jul 95,,Action,SAT
13,,Ninja Jaja Marukun: Onigiri Ninpouchou Gold,,,,,,,09th Oct 97,,Action,SAT
14,,Norse by Norsewest: The Return of The Lost Vikings,,,,,,,17th Nov 97,,Action,SAT
15,,Rampage World Tour,,,,,,,30th Sep 97,,Action,SAT
16,,Shellshock,,,,,,,01st Jan 95,,Action,SAT
17,,Shinobi Legions,,,,,,,01st Nov 95,,Action,SAT
18,,Shinrei Jusatsushi Taromaru,,,,,,,17th Jan 97,,Action,SAT
19,,Strahl: Hi no Rareshi Nanatsu no Hikari,,,,,,,24th Nov 95,,Action,SAT
20,,Tenchi O Kurau II,,,,,,,06th Sep 96,,Action,SAT
21,,The Crow: City of Angels,,,,,,,12th Mar 97,,Action,SAT
22,,The Incredible Hulk: The Pantheon Saga,,,,,,,01st Jan 97,,Action,SAT
23,,The Lost World: Jurassic Park,,,,,,,01st Jan 97,,Action,SAT
24,,Three Dirty Dwarves,,,,,,,15th Oct 96,,Action,SAT
25,,Time Commando,,,,,,,12th Mar 98,,Action,SAT
26,,Tunnel B1,,,,,,,15th Jan 97,,Action,SAT
1,,Sakura Wars,,0.55m,,,0.55m,,27th Sep 96,,Adventure,SAT
2,,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",,0.53m,,,0.53m,0.00m,04th Apr 98,,Adventure,SAT
3,,Neon Genesis Evangelion,,0.44m,,,0.44m,,01st Mar 96,,Adventure,SAT
4,,E0: Enemy Zero,,0.41m,,,0.41m,0.00m,31st Oct 97,,Adventure,SAT
5,,Nonomura Byoin no Hitobito,,0.36m,,,0.36m,0.00m,26th Apr 96,,Adventure,SAT
6,,Sentimental Graffiti,,0.25m,,,0.25m,0.00m,22nd Jan 98,,Adventure,SAT
7,,EVE: burst error,,0.21m,,,0.21m,,24th Jan 97,,Adventure,SAT
8,,Eve: The Lost One,,0.16m,,,0.16m,,12th Mar 98,,Adventure,SAT
9,,Desire,,0.14m,,,0.14m,,11th Sep 97,,Adventure,SAT
10,,Doukoku Shoshite...,,0.11m,,,0.11m,0.00m,26th Feb 98,,Adventure,SAT
11,,Shinseiki Evangelion: Koutetsu no Girlfriend,,0.11m,,,0.11m,0.00m,26th Mar 98,,Adventure,SAT
12,,Lunacy,,0.11m,,,0.11m,0.00m,31st May 97,,Adventure,SAT
13,,Sound Novel Machi,,0.09m,,,0.09m,0.00m,22nd Jan 98,,Adventure,SAT
14,,Sentimental Graffiti: First Window,,0.08m,,,0.08m,0.00m,11th Apr 97,,Adventure,SAT
15,,Deep Fear,,0.08m,,,0.08m,,01st Nov 98,,Adventure,SAT
16,,Virus,,0.08m,,,0.08m,0.00m,22nd Aug 97,,Adventure,SAT
17,,Real Sound: Kaze no Riguretto,,0.07m,,,0.07m,0.00m,18th Jul 97,,Adventure,SAT
18,,Kekkon: Marriage,,0.06m,,,0.06m,0.00m,15th Dec 95,,Adventure,SAT
19,,Tenchi Muyou! Ryoukouki Gokuraku,,0.06m,,,0.06m,0.00m,29th Sep 95,,Adventure,SAT
20,,Myst,,0.06m,,,0.06m,0.00m,01st Jan 95,,Adventure,SAT
21,,Kekkon Zenya,,0.05m,,,0.05m,0.00m,27th Oct 95,,Adventure,SAT
22,,Haunted Casino,,0.04m,,,0.04m,,27th Sep 96,,Adventure,SAT
23,,Rampo,,0.03m,,,0.03m,,24th Feb 95,,Adventure,SAT
24,,Highschool Terra Story,,0.03m,,,0.03m,0.00m,23rd Jul 98,,Adventure,SAT
25,,Hankou Shashin,,0.03m,,,0.03m,,14th Jun 96,,Adventure,SAT
26,,Code R,,0.02m,,,0.02m,,09th Jul 98,,Adventure,SAT
27,,3x3 Eyes: Kyuusei Koushu S,,,,,,,19th Apr 96,,Adventure,SAT
28,,Airs Adventure,,,,,,,20th Dec 96,,Adventure,SAT
29,,Alone in the Dark: One-Eyed Jack's Revenge,,,,,,,15th Jul 96,,Adventure,SAT
30,,Atlantis: The Lost Tales,,,,,,,01st Jan 97,,Adventure,SAT
31,,Bakuretsu Hunter,,,,,,,26th Apr 96,,Adventure,SAT
32,,Bakuretsu Hunter R,,,,,,,08th Aug 97,,Adventure,SAT
33,,Brain Dead 13,,,,,,,31st Oct 96,,Adventure,SAT
34,,Casper,,,,,,,30th Sep 96,,Adventure,SAT
35,,Crusader: No Remorse,,,,,,,31st Dec 96,,Adventure,SAT
36,,Cyberia,,,,,,,01st Jan 95,,Adventure,SAT
37,,D,,,,,,,01st Jan 96,,Adventure,SAT
38,,Dark Seed,,,,,,,07th Jul 95,,Adventure,SAT
39,,Dark Seed II,,,,,,,29th Aug 97,,Adventure,SAT
40,,Discworld,,,,,,,01st Jan 96,,Adventure,SAT
41,,Discworld II: Missing Presumed...?!,,,,,,,01st Jan 97,,Adventure,SAT
42,,Double Switch,,,,,,,01st Jan 95,,Adventure,SAT
43,,Doukoku Soshite...,,,,,,,26th Feb 98,,Adventure,SAT
44,,EMIT Vol.1: Toki no Maigo,,,,,,,25th Mar 95,,Adventure,SAT
45,,EMIT Vol.2: Meigake no Tabi,,,,,,,01st Apr 95,,Adventure,SAT
46,,EMIT Vol.3: Watashi ni Sayonara o,,,,,,,01st Apr 95,,Adventure,SAT
47,,EMIT: Value Set,,,,,,,15th Dec 95,,Adventure,SAT
48,,Friends: Seishun no Kagayaki,,,,,,,29th Apr 99,,Adventure,SAT
49,,Gakkou no Kaidan,,,,,,,14th Jul 95,,Adventure,SAT
50,,Gakkou no Kowai Uwasa: Hanako-San ga Kita!!,,,,,,,11th Aug 95,,Adventure,SAT
51,,Gegege no Kitarou: Maboroshi Fuyu Kaikitan,,,,,,,27th Dec 96,,Adventure,SAT
52,,Herc's Adventures,,,,,,,31st Jul 97,,Adventure,SAT
53,,J.B. Harold: Blue Chicago Blues,,,,,,,22nd Sep 95,,Adventure,SAT
54,,Kidou Senkan Nadesico: The Blank of 3 Years,,,,,,,23rd Sep 98,,Adventure,SAT
55,,Kiss Yori...,,,,,,,18th Mar 99,,Adventure,SAT
56,,Kunoichi Torimonochou,,,,,,,05th Feb 98,,Adventure,SAT
57,,Lupin III: Pyramid no Kenja,,,,,,,06th Aug 98,,Adventure,SAT
58,,Metal Fighter Star Miku,,,,,,,29th Sep 95,,Adventure,SAT
59,,Moon Cradle,,,,,,,27th Jun 97,,Adventure,SAT
60,,Nanatsu no Hikan,,,,,,,05th Apr 96,,Adventure,SAT
61,,NOëL 3: Mission on the Line,,,,,,,10th Dec 98,,Adventure,SAT
62,,Pia Carrot e Youkoso!!,,,,,,,12th Mar 98,,Adventure,SAT
63,,Pia Carrot e Youkoso!! 2,,,,,,,08th Oct 98,,Adventure,SAT
64,,Policenauts,,,,,,,13th Sep 96,,Adventure,SAT
65,,Prisoner of Ice: Jashin Kourin,,,,,,,23rd Dec 97,,Adventure,SAT
66,,Quantum Gate I: Akuma no Joshou,,,,,,,29th Sep 95,,Adventure,SAT
67,,Return to Zork,,,,,,,02nd Feb 96,,Adventure,SAT
68,,Riven: The Sequel to Myst,,,,,,,01st Jan 98,,Adventure,SAT
69,,Sakura Tsuushin: Remaking Memories,,,,,,,01st Oct 98,,Adventure,SAT
70,,Shinpi no Sekai: El-Hazard The Magnificent World,,,,,,,09th Aug 96,,Adventure,SAT
71,,Snatcher,,,,,,,29th Mar 96,,Adventure,SAT
72,,SS Adventure Pack: Nanatsu no Hikan & Myst,,,,,,,28th Mar 97,,Adventure,SAT
73,,Super Adventure RockMan,,,,,,,25th Jun 98,,Adventure,SAT
74,,Tenchi Muyou! Toukou Muyou Aniraji Collection,,,,,,,17th Jan 97,,Adventure,SAT
75,,Tenchi Muyuo! Mimiri Onsen Yukemuri no Tabi,,,,,,,09th Feb 96,,Adventure,SAT
76,,The Mansion of Hidden Souls,,,,,,,01st Jan 94,,Adventure,SAT
77,,Tokimeki Memorial Drama Series Vol.1: Nijiiro no Seishun,,,,,,,10th Jul 97,,Adventure,SAT
78,,Tokimeki Memorial Drama Series Vol.2: Irodori no Love Song,,,,,,,26th Mar 98,,Adventure,SAT
79,,Tokimeki Memorial Drama Series Vol.3: Tabidachi no Uta,,,,,,,01st Apr 99,,Adventure,SAT
80,,Tomb Raider,,,,,,,14th Nov 96,,Adventure,SAT
81,,Wangan Trial Love,,,,,,,02nd Apr 98,,Adventure,SAT
82,,With You: Mitsumeteitai,,,,,,,29th Jul 99,,Adventure,SAT
83,,Wizardry Nemesis,,,,,,,22nd Jan 98,,Adventure,SAT
84,,Yu-No,,,,,,,04th Dec 97,,Adventure,SAT
85,,Yumimi Mix Remix,,,,,,,28th Jul 95,,Adventure,SAT
1,,Super Real Mahjong P V,,0.19m,,,0.19m,,26th May 95,,Misc,SAT
2,,Momotaro Douchuuki,,0.13m,,,0.13m,,25th Sep 97,,Misc,SAT
3,,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,,0.12m,,,0.12m,0.00m,17th Nov 95,,Misc,SAT
4,,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,,0.11m,,,0.11m,0.00m,13th Oct 95,,Misc,SAT
5,,Sakura Taisen Hanagumi Tsuushin,,0.11m,,,0.11m,,14th Feb 97,,Misc,SAT
6,,Idol Janshi Suchie-Pai Remix,,0.10m,,,0.10m,,29th Sep 95,,Misc,SAT
7,,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,,0.09m,,,0.09m,0.00m,17th Nov 95,,Misc,SAT
8,,Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,,0.08m,,,0.08m,,13th Oct 95,,Misc,SAT
9,,Super Real Mahjong Graffiti,,0.07m,,,0.07m,,24th Nov 95,,Misc,SAT
10,,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,,0.05m,,,0.05m,,08th Dec 95,,Misc,SAT
11,,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,,0.04m,,,0.04m,,08th Dec 95,,Misc,SAT
12,,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,,0.04m,,,0.04m,0.00m,20th Oct 95,,Misc,SAT
13,,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,,0.03m,,,0.03m,,14th Jun 96,,Misc,SAT
14,,America Oudan Ultra-Quiz,,0.02m,,,0.02m,,27th Oct 95,,Misc,SAT
15,,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,,0.02m,,,0.02m,,28th Jun 96,,Misc,SAT
16,,After Burner II,,,,,,,27th Sep 96,,Misc,SAT
17,,AI Shogi,,,,,,,25th Aug 95,,Misc,SAT
18,,Ai Shogi 2,,,,,,,11th Jun 98,,Misc,SAT
19,,Alone in the Dark 2,,,,,,,22nd Aug 96,,Misc,SAT
20,,Arcana Strikes,,,,,,,11th Dec 97,,Misc,SAT
21,,Ayrton Senna Personal Talk: Message for the Future,,,,,,,28th Apr 95,,Misc,SAT
22,,Bakushou!! All Yoshimoto Quiz-Ou Ketteisen DX,,,,,,,01st Dec 95,,Misc,SAT
23,,Capcom Generation 3: Dai 3 Shuu Koko ni Rekishi Hajimaru,,,,,,,15th Oct 98,,Misc,SAT
24,,Command & Conquer: Covert Operations,,,,,,,31st Dec 96,,Misc,SAT
25,,Devil Summoner: Soul Hackers - Akuma Zensho Dainishuu,,,,,,,23rd Dec 97,,Misc,SAT
26,,Digital Dance Mix Vol. 1: Namie Amuro,,,,,,,10th Jan 97,,Misc,SAT
27,,Digital Pinball: Necronomicon,,,,,,,15th Nov 96,,Misc,SAT
28,,DJ Wars,,,,,,,18th Dec 97,,Misc,SAT
29,,Dungeons & Dragons: Shadow over Mystara,,,,,,,01st Jan 96,,Misc,SAT
30,,Dungeons & Dragons: Tower of Doom,,,,,,,01st Jan 99,,Misc,SAT
31,,DX Game of Life,,,,,,,15th Dec 95,,Misc,SAT
32,,DX Game of Life 2,,,,,,,24th Jul 97,,Misc,SAT
33,,Falcom Classics,,,,,,,06th Nov 97,,Misc,SAT
34,,Falcom Classics Collection,,,,,,,04th Mar 99,,Misc,SAT
35,,Falcom Classics II,,,,,,,29th Oct 98,,Misc,SAT
36,,Fantastic Pinball Kyutenkai,,,,,,,25th Aug 95,,Misc,SAT
37,,Find Love 2: The Prologue,,,,,,,04th Jun 98,,Misc,SAT
38,,Flash Sega Saturn: Ochikazuki-hen,,,,,,,01st Jan 96,,Misc,SAT
39,,Game Nihonishi: Kakumeiko Oda Nobunaga,,,,,,,04th Apr 97,,Misc,SAT
40,,Game no Tatsujin,,,,,,,09th Jun 95,,Misc,SAT
41,,Game-Ware Vol.1,,,,,,,05th Apr 96,,Misc,SAT
42,,Game-Ware Vol.2,,,,,,,05th Jul 96,,Misc,SAT
43,,Game-Ware Vol.3,,,,,,,04th Oct 96,,Misc,SAT
44,,Game-Ware Vol.4,,,,,,,07th Mar 97,,Misc,SAT
45,,Game-Ware Vol.5,,,,,,,27th Jun 97,,Misc,SAT
46,,Hyper 3-D Pinball,,,,,,,31st Oct 96,,Misc,SAT
47,,Ide Yosuke Meijin no Shinmi Sen Mahjong,,,,,,,28th Jun 96,,Misc,SAT
48,,Idol Janshi Suchie-Pai Special,,,,,,,24th Feb 95,,Misc,SAT
49,,Irem Arcade Classics,,,,,,,26th Apr 96,,Misc,SAT
50,,Jung Rhythm,,,,,,,15th Jan 98,,Misc,SAT
51,,Kakinoki Shogi,,,,,,,14th Apr 95,,Misc,SAT
52,,Kamen Rider: Sakusen File 1,,,,,,,13th Nov 97,,Misc,SAT
53,,Konami Antiques MSX Collection Ultra Pack,,,,,,,23rd Jul 98,,Misc,SAT
54,,Last Gladiators Digital Pinball,,,,,,,01st Jan 96,,Misc,SAT
55,,LifeScape: Seimei 40 Okunen Haruka na Tabi,,,,,,,26th Jan 96,,Misc,SAT
56,,Lost Vikings 2,,,,,,,01st Jan 97,,Misc,SAT
57,,Lupin III: The Master File,,,,,,,29th Mar 96,,Misc,SAT
58,,Lupin the 3rd Chronicles,,,,,,,08th Aug 97,,Misc,SAT
59,,Mahjong Doukyuusei Special,,,,,,,29th Mar 96,,Misc,SAT
60,,Mahjong Gakuensai,,,,,,,06th Nov 97,,Misc,SAT
61,,Mahjong Gakuensai DX,,,,,,,23rd Sep 98,,Misc,SAT
62,,Mahjong Goku Tenjiku,,,,,,,22nd Nov 94,,Misc,SAT
63,,Mahjong Tenshi: Angel Lips,,,,,,,29th Mar 96,,Misc,SAT
64,,Mainichi Kawaru Quiz Bangumi Days 365,,,,,,,15th Mar 96,,Misc,SAT
65,,Midway Presents Arcade's Greatest Hits,,,,,,,01st Jan 96,,Misc,SAT
66,,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,,,,,,,14th Jul 97,,Misc,SAT
67,,Neon Genesis Evangelion Digital Card Library,,,,,,,25th Sep 97,,Misc,SAT
68,,Next King: Koi no Sennen Oukoku,,,,,,,20th Nov 97,,Misc,SAT
69,,Nippon Pro Mahjong Renmei Kounin: Doujou Yaburi,,,,,,,30th May 97,,Misc,SAT
70,,NOON,,,,,,,29th Jan 98,,Misc,SAT
71,,Ochichige Designer Sakutte Pon!,,,,,,,20th Nov 97,,Misc,SAT
72,,Pinball Graffiti,,,,,,,01st Jan 96,,Misc,SAT
73,,Playboy Karaoke Collection Volume 1,,,,,,,09th Aug 96,,Misc,SAT
74,,Playboy Karaoke Collection Volume 2,,,,,,,09th Aug 96,,Misc,SAT
75,,Private Idol Disc Vol.10: Masaki Mai,,,,,,,11th Dec 97,,Misc,SAT
76,,Private Idol Disc Vol.11: Hiroshige Mayumi,,,,,,,18th Dec 97,,Misc,SAT
77,,Private Idol Disc Vol.1: Kioroshi Yu,,,,,,,26th Jul 96,,Misc,SAT
78,,Private Idol Disc Vol.2: Uchiyama Miki,,,,,,,30th Aug 96,,Misc,SAT
79,,Private Idol Disc Vol.3: Oshima Akemi,,,,,,,27th Sep 96,,Misc,SAT
80,,Private Idol Disc Vol.4: Kuroda Miyuki,,,,,,,27th Jun 97,,Misc,SAT
81,,Private Idol Disc Vol.5: Fujisaki Nanako,,,,,,,08th Aug 97,,Misc,SAT
82,,Private Idol Disc Vol.6: Satomi Yoshida,,,,,,,25th Sep 97,,Misc,SAT
83,,Private Idol Disc Vol.7: Asou Kaori,,,,,,,20th Nov 97,,Misc,SAT
84,,Private Idol Disc Vol.8: Kokawa Emiko,,,,,,,27th Nov 97,,Misc,SAT
85,,Private Idol Disc Vol.9: Nagamatsu Keiko,,,,,,,04th Dec 97,,Misc,SAT
86,,Private Idol Disc: Data-Hen Race Queen F,,,,,,,27th Dec 96,,Misc,SAT
87,,Private Idol Disc: Tokobetsuhen Cos-Players,,,,,,,29th Nov 96,,Misc,SAT
88,,Private Idol Disc: Tokubetsu-Hen Campaign Girl '97,,,,,,,20th Jun 97,,Misc,SAT
89,,Private Idol Disc: Tokubetsu-Hen Kogyaru Daijyakka 100,,,,,,,25th Apr 97,,Misc,SAT
90,,Private Idol Disc: Tokubetsu-Hen Race Queen G,,,,,,,29th Jan 97,,Misc,SAT
91,,Pro Pinball,,,,,,,30th Nov 96,,Misc,SAT
92,,Puzzle Bobble 2X & Space Invaders,,,,,,,04th Apr 97,,Misc,SAT
93,,Sadamoto Yoshiyuki: Illustrations,,,,,,,27th Nov 97,,Misc,SAT
94,,Sakura Taisen: Tekigeki Graph,,,,,,,23rd Dec 98,,Misc,SAT
95,,Saturn Music School,,,,,,,09th Aug 97,,Misc,SAT
96,,Saturn Music School 2,,,,,,,30th Jul 98,,Misc,SAT
97,,Sega Ages,,,,,,,01st Jan 97,,Misc,SAT
98,,Segata Sanshirou Shinken Yuugi,,,,,,,29th Oct 98,,Misc,SAT
99,,Sen Miyako Monogatari: Sono I,,,,,,,27th Oct 95,,Misc,SAT
100,,Shanghai: Triple Threat,,,,,,,01st Jan 95,,Misc,SAT
101,,Shin Megami Tensei: Devil Summoner - Akuma Zensho,,,,,,,26th Apr 96,,Misc,SAT
102,,Shinseiki Evangelion: Eva to Yukai na Nakamatachi,,,,,,,05th Nov 98,,Misc,SAT
103,,Side Pocket 3,,,,,,,18th Jul 97,,Misc,SAT
104,,Sotsugyou Album,,,,,,,15th Jan 98,,Misc,SAT
105,,Super Real Mahjong P 7,,,,,,,21st May 98,,Misc,SAT
106,,Super Real Mahjong P VI,,,,,,,17th May 96,,Misc,SAT
107,,Super Tempo,,,,,,,29th Apr 98,,Misc,SAT
108,,Techno Motor,,,,,,,26th Mar 98,,Misc,SAT
109,,Texthoth Ludo: Arcanum Senki,,,,,,,18th Dec 97,,Misc,SAT
110,,The Legend of Heroes II: Prophecy of the Moonlight Witch,,,,,,,26th Feb 98,,Misc,SAT
111,,The Yakyuu Ken Special: Konya wa 12-kai Ikusa,,,,,,,28th Jul 95,,Misc,SAT
112,,True Pinball,,,,,,,31st Oct 96,,Misc,SAT
113,,Ultraman Zukan,,,,,,,13th Sep 96,,Misc,SAT
114,,Ultraman Zukan 2,,,,,,,18th Dec 97,,Misc,SAT
115,,Ultraman Zukan 3,,,,,,,18th Jun 98,,Misc,SAT
116,,Umibe de Reach!,,,,,,,20th Aug 98,,Misc,SAT
117,,UNO DX,,,,,,,29th Jan 98,,Misc,SAT
118,,Virtua Fighter CG Portrait Series The Final: Dural,,,,,,,01st Jan 96,,Misc,SAT
119,,Virtua Fighter CG Portrait Series Vol.10: Jeffry McWild,,,,,,,01st Mar 96,,Misc,SAT
120,,Virtua Fighter CG Portrait Series Vol.7: Shun Di,,,,,,,26th Jan 96,,Misc,SAT
121,,Virtua Fighter CG Portrait Series Vol.8: Lion Rafale,,,,,,,26th Jan 96,,Misc,SAT
122,,Virtua Fighter CG Portrait Series Vol.9: Kage Maru,,,,,,,01st Mar 96,,Misc,SAT
123,,Virtual Casino,,,,,,,01st Jan 96,,Misc,SAT
124,,Yuukyuu no Kobako Official Collection,,,,,,,11th Dec 97,,Misc,SAT
1,,NiGHTS into dreams...,,0.43m,,,0.43m,0.00m,01st Aug 96,,Platform,SAT
2,,Bug!,,,,,,,15th May 95,,Platform,SAT
3,,Sonic Jam,,0.12m,,,0.12m,,31st Jul 97,,Platform,SAT
4,,Clockwork Knight,,0.09m,,,0.09m,0.00m,11th May 95,,Platform,SAT
5,,Mega Man X4,,0.07m,,,0.07m,,31st Jul 97,,Platform,SAT
6,,Burning Rangers,,0.06m,,,0.06m,0.00m,31st May 98,,Platform,SAT
7,,Mega Man 8 Anniversary Collector's Edition,,0.06m,,,0.06m,,28th Feb 97,,Platform,SAT
8,,Akumajou Dracula X: Gekka no Yasoukyoku,,,,,,,25th Jun 98,,Platform,SAT
9,,Astal,,,,,,,27th Apr 95,,Platform,SAT
10,,Bug Too!,,,,,,,10th Dec 96,,Platform,SAT
11,,Capcom Generation 2: Dai 2 Shuu Makai to Kishi,,,,,,,23rd Sep 98,,Platform,SAT
12,,Christmas NiGHTS into dreams...,,,,,,,01st Jan 96,,Platform,SAT
13,,Clockwork Knight 2,,,,,,,01st Jan 95,,Platform,SAT
14,,Croc: Legend of the Gobbos,,,,,,,01st Jan 97,,Platform,SAT
15,,Earthworm Jim 2,,,,,,,01st Jan 96,,Platform,SAT
16,,Gex,,,,,,,01st Jan 96,,Platform,SAT
17,,Iron Man / X-O Manowar in Heavy Metal,,,,,,,09th Oct 96,,Platform,SAT
18,,Johnny Bazookatone,,,,,,,01st Jan 96,,Platform,SAT
19,,Mega Man X3,,,,,,,01st Jan 96,,Platform,SAT
20,,Mr. Bones,,,,,,,30th Sep 96,,Platform,SAT
21,,Pandemonium!,,,,,,,01st Jan 97,,Platform,SAT
22,,Rayman,,,,,,,01st Jan 95,,Platform,SAT
23,,Silhouette Mirage,,,,,,,11th Sep 97,,Platform,SAT
24,,Skeleton Warriors,,,,,,,01st Jan 96,,Platform,SAT
25,,Sonic 3D Blast,,,,,,,30th Nov 96,,Platform,SAT
26,,Spot Goes to Hollywood,,,,,,,01st Jan 96,,Platform,SAT
27,,Trash It,,,,,,,01st Jan 97,,Platform,SAT
1,,Puyo Puyo Sun,,0.60m,,,0.60m,,14th Feb 97,,Puzzle,SAT
